Manufacturer,Price,Reference,Fits To,Pipe Diameter,Tailpipe,Tailpipe Diameter,Valve,Notes
Scorpion,843.45,SVWS036,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,891.02,SVWS036C,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,976.25,SVWS036CF,OEM / Scorpion,76mm/3,Ascari,100mm,,
Scorpion,799.14,SVWS071CF,OEM / Scorpion,76mm/3,Ascari,100mm,,Removes Rear Silencer
Scorpion,666.36,SVWS071,OEM / Scorpion,76mm/3,Daytona,100mm,,Removes Rear Silencer
Scorpion,713.18,SVWS071C,OEM / Scorpion,76mm/3,Daytona,100mm,,Removes Rear Silencer
Scorpion,1083.32,SVW036CF,OEM / Scorpion,76mm/3,Ascari,100mm,,
Scorpion,998.09,SVW036C,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,950.52,SVW036,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,906.21,SVW071CF,OEM / Scorpion,76mm/3,Ascari,100mm,,Removes Rear Silencer
Scorpion,773.43,SVW071,OEM / Scorpion,76mm/3,Daytona,100mm,,Removes Rear Silencer
Scorpion,820.25,SVW071C,OEM / Scorpion,76mm/3,Daytona,100mm,,Removes Rear Silencer
Scorpion,406.86,SVWC038,OEM / Scorpion,76mm/3,,,,"Catalyst replacement will fit to OE rear section. Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,735.2,SVWX038,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,831.57,SVWS038,OEM / Scorpion,76mm/3,Daytona,100mm,,Valves require O.E motors.
Scorpion,950.52,SVW038,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,768.72,SVWS068,OEM Only,76mm/3,Daytona (twin),100mm,,"Requires GTI rear diffusor, VW part number 5G6807568F. For Motorsport use only"
Scorpion,816.28,SVWS068C,OEM Only,76mm/3,Daytona (twin),100mm,,"Requires GTI rear diffusor, VW part number 5G6807568F. For Motorsport use only"
Scorpion,901.5,SVWS068CF,OEM Only,76mm/3,Ascari (twin),100mm,,"Requires GTI rear diffusor, VW part number 5G6807568F. For Motorsport use only"
Scorpion,677.79,SVWS067,OEM Only,76mm/3,Daytona,90mm,,For Motorsport use only
Scorpion,736.1,SVWS067C,OEM Only,76mm/3,Daytona,90mm,,For Motorsport use only
Scorpion,833.9,SVWS067CF,OEM Only,76mm/3,Ascari,90mm,,For Motorsport use only
Scorpion,1011.94,SVWS043CF,OEM / Scorpion,76mm/3,Ascari,100mm,,
Scorpion,879.14,SVWS043,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,926.71,SVWS043C,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,998.09,SVW043C,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,950.52,SVW043,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,1083.32,SVW043CF,OEM / Scorpion,76mm/3,Ascari,100mm,,
Scorpion,2093.73,SVWS046CF,OEM / Scorpion,80mm/3.15,Ascari,100mm,Valved,
Scorpion,1923.3,SVWS046DC,OEM / Scorpion,80mm/3.15,Daytona,100mm,Valved,Valves require O.E motors.
Scorpion,1828.17,SVWS046D,OEM / Scorpion,80mm/3.15,Daytona,100mm,Valved,Valves require O.E motors.
Scorpion,1469.7,SVWS044DC,OEM / Scorpion,80mm/3.15,Daytona,100mm,Non-valved,
Scorpion,1374.57,SVWS044D,OEM / Scorpion,80mm/3.15,Daytona,100mm,Non-valved,
Scorpion,1640.13,SVWS044CF,OEM / Scorpion,80mm/3.15,Ascari,100mm,Non-valved,
Scorpion,2266.98,SVW046CF,OEM / Scorpion,80mm/3.15,Ascari,100mm,Valved,Valves require O.E motors.
Scorpion,2096.55,SVW046DC,OEM / Scorpion,80mm/3.15,Daytona,100mm,Valved,Valves require O.E motors.
Scorpion,2001.42,SVW046D,OEM / Scorpion,80mm/3.15,Daytona,100mm,Valved,Valves require O.E motors.
Scorpion,1642.95,SVW044DC,OEM / Scorpion,80mm/3.15,Daytona,100mm,Non-valved,
Scorpion,1547.82,SVW044D,OEM / Scorpion,80mm/3.15,Daytona,100mm,Non-valved,
Scorpion,1813.38,SVW044CF,OEM / Scorpion,80mm/3.15,Ascari,100mm,Non-valved,
Scorpion,922.85,SVWS053,OEM / Scorpion,76mm/3,OE Fitment,N/A,,
Scorpion,1073,SVW053,OEM / Scorpion,76mm/3,OE Fitment,N/A,,
Scorpion,879.15,SVWS060,OEM Only,76mm/3,Daytona,100mm,,
Scorpion,926.7,SVWS060C,OEM Only,76mm/3,Daytona,100mm,,
Scorpion,1011.94,SVWS060CF,OEM Only,76mm/3,Ascari,100mm,,
Scorpion,1083.32,SVW060CF,OEM Only,76mm/3,Ascari,100mm,,
Scorpion,950.53,SVW060,OEM Only,76mm/3,Daytona,100mm,,
Scorpion,998.08,SVW060C,OEM Only,76mm/3,Daytona,100mm,,
Scorpion,950.53,SVW056,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,998.08,SVW056C,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,1083.32,SVW056CF,OEM / Scorpion,76mm/3,Ascari,100mm,,
Scorpion,1011.94,SVWS056CF,OEM / Scorpion,76mm/3,Ascari,100mm,,
Scorpion,879.15,SVWS056,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,926.7,SVWS056C,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,991.75,SVWS064CF,OEM / Scorpion,76mm/3,Ascari,114mm,,
Scorpion,909.17,SVWS064D,OEM / Scorpion,76mm/3,Daytona,114mm,,
Scorpion,909.17,SVWS064,OEM / Scorpion,76mm/3,Indy,114mm,,
Scorpion,980.55,SVW064,OEM / Scorpion,76mm/3,Indy,114mm,,
Scorpion,980.55,SVW064D,OEM / Scorpion,76mm/3,Daytona,114mm,,
Scorpion,1063.13,SVW064CF,OEM / Scorpion,76mm/3,Ascari,114mm,,
Scorpion,923.71,SVWS069,OEM / Scorpion,76mm/3,EVO,114mm x 89mm,,
Scorpion,909.17,SVWS069D,OEM / Scorpion,76mm/3,Daytona,114mm,,
Scorpion,991.75,SVWS069CF,OEM / Scorpion,76mm/3,Ascari,114mm,,
Scorpion,793.61,SVWS070,OEM / Scorpion,76mm/3,EVO,114mm x 89mm,,
Scorpion,779.08,SVWS070D,OEM / Scorpion,76mm/3,Daytona,114mm,,
Scorpion,861.65,SVWS070CF,OEM / Scorpion,76mm/3,Ascari,114mm,,
Scorpion,980.55,SVW069D,OEM / Scorpion,76mm/3,Daytona,114mm,,
Scorpion,1063.13,SVW069CF,OEM / Scorpion,76mm/3,Ascari,114mm,,
Scorpion,864.99,SVW070,OEM / Scorpion,76mm/3,EVO,114mm x 89mm,,
Scorpion,933.03,SVW070CF,OEM / Scorpion,76mm/3,Ascari,114mm,,
Scorpion,850.46,SVW070D,OEM / Scorpion,76mm/3,Daytona,114mm,,
Scorpion,1413.99,SVWS057,OEM / Scorpion,80mm/3.15,Daytona (quad),90mm,,
Scorpion,1509.2,SVWS057C,OEM / Scorpion,80mm/3.15,Daytona (quad),90mm,,
Scorpion,1587.24,SVW057,OEM / Scorpion,80mm/3.15,Daytona (quad),90mm,,
Scorpion,1682.45,SVW057C,OEM / Scorpion,80mm/3.15,Daytona (quad),90mm,,
Scorpion,1211.6,SVWS055,OEM / Scorpion,80mm/3.15,Monaco,90 x 76mm,Non-valved,
Scorpion,1330.52,SVWS055C,OEM / Scorpion,80mm/3.15,Monaco,90 x 76mm,Non-valved,
Scorpion,1330.52,SVWS055D,OEM / Scorpion,80mm/3.15,Daytona,90mm,Non-valved,
Scorpion,1447.11,SVWS055DC,OEM / Scorpion,80mm/3.15,Daytona,100mm,Non-valved,
Scorpion,1667.9,SVWS055CF,OEM / Scorpion,80mm/3.15,Ascari,100mm,Non-valved,
Scorpion,2245.45,SVWS054CF,OEM / Scorpion,80mm/3.15,Ascari,100mm,Valved,
Scorpion,1789.1,SVWS054,OEM / Scorpion,80mm/3.15,Monaco,90 x 76mm,Valved,Valves require O.E motors.
Scorpion,1908.02,SVWS054C,OEM / Scorpion,80mm/3.15,Monaco,90 x 76mm,Valved,Valves require O.E motors.
Scorpion,1908.02,SVWS054D,OEM / Scorpion,80mm/3.15,Daytona,100mm,Valved,Valves require O.E motors.
Scorpion,2024.61,SVWS054DC,OEM / Scorpion,80mm/3.15,Daytona,100mm,Valved,Valves require O.E motors.
Scorpion,1384.85,SVW055,OEM / Scorpion,80mm/3.15,Monaco,90 x 76mm,Non-valved,
Scorpion,1503.77,SVW055C,OEM / Scorpion,80mm/3.15,Monaco,90 x 76mm,Non-valved,
Scorpion,1503.77,SVW055D,OEM / Scorpion,80mm/3.15,Daytona,100mm,Non-valved,
Scorpion,1620.36,SVW055DC,OEM / Scorpion,80mm/3.15,Daytona,100mm,Non-valved,
Scorpion,1841.15,SVW055CF,OEM / Scorpion,80mm/3.15,Ascari,100mm,Non-valved,
Scorpion,2418.68,SVW054CF,OEM / Scorpion,80mm/3.15,Ascari,100mm,Valved,
Scorpion,1962.35,SVW054,OEM / Scorpion,80mm/3.15,Monaco,90 x 76mm,Valved,Valves require O.E motors.
Scorpion,2081.27,SVW054C,OEM / Scorpion,80mm/3.15,Monaco,90 x 76mm,Valved,Valves require O.E motors.
Scorpion,2081.27,SVW054D,OEM / Scorpion,80mm/3.15,Daytona,100mm,Valved,Valves require O.E motors.
Scorpion,2197.86,SVW054DC,OEM / Scorpion,80mm/3.15,Daytona,100mm,Valved,Valves require O.E motors.
Scorpion,1577.45,SVWS066,,80mm/3.15,Daytona,114mm,Non-valved,
Scorpion,1803.53,SVWS066C,,80mm/3.15,Daytona,114mm,Non-valved,
Scorpion,1742.59,SVWS066CF,,80mm/3.15,Ascari,114mm,Non-valved,
Scorpion,2101.71,SVWS065,,80mm/3.15,Daytona,114mm,Valved,
Scorpion,2327.8,SVWS065C,,80mm/3.15,Daytona,114mm,Valved,
Scorpion,2266.86,SVWS065CF,,80mm/3.15,Ascari,114mm,Valved,
Scorpion,1750.7,SVW066,,80mm/3.15,Daytona,114mm,Non-valved,
Scorpion,1976.78,SVW066C,,80mm/3.15,Daytona,114mm,Non-valved,
Scorpion,1915.84,SVW066CF,,80mm/3.15,Ascari,114mm,Non-valved,
Scorpion,2274.96,SVW065,,80mm/3.15,Daytona,114mm,Valved,
Scorpion,2501.05,SVW065C,,80mm/3.15,Daytona,114mm,Valved,
Scorpion,2440.11,SVW065CF,,80mm/3.15,Ascari,114mm,Valved,
Scorpion,514.68,SVW035,OEM / Scorpion,50.8mm/2,EVO,114 x 89mm,,Only fits Lupo Sport models with standard centre exit exhaust 
Scorpion,321.45,SVWB035,OEM / Scorpion,50.8mm/2,EVO,114 x 89mm,,Only fits Lupo Sport models with standard centre exit exhaust 
Scorpion,514.68,SVW025,OEM / Scorpion,50.8mm/2,EVO,155 x 100mm,,
Scorpion,321.45,SVWB025,OEM / Scorpion,50.8mm/2,EVO,155 x 100mm,,
Scorpion,433.13,SVWC054,OEM / Scorpion,80mm/3.15,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,779.63,SVWX054,OEM / Scorpion,80mm/3.15,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,391.4,SVWCS045,OEM / Scorpion,70mm/2.75,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,474.67,SVWC045,OEM / Scorpion,70mm/2.75,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,653.12,SVWS045,OEM / Scorpion,70mm/2.75,Daytona (twin),90mm,,
Scorpion,712.6,SVWS045C,OEM / Scorpion,70mm/2.75,Daytona (twin),90mm,,
Scorpion,498.47,SVWC051,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,795.88,SVWX051,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,653.12,SVWS051,OEM / Scorpion,70mm/2.75,Daytona (twin),90mm,,
Scorpion,712.6,SVWS051C,OEM / Scorpion,70mm/2.75,Daytona (twin),90mm,,
Scorpion,331.92,SVWC052,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,612.68,SVWX052,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,534.16,SVWS052,OEM / Scorpion,63.5mm/2.5,Daytona,76mm,,
Scorpion,593.63,SVWS052C,OEM / Scorpion,63.5mm/2.5,Daytona,76mm,,
Scorpion,593.63,SVW052,OEM / Scorpion,63.5mm/2.5,Daytona,76mm,,
Scorpion,653.12,SVW052C,OEM / Scorpion,63.5mm/2.5,Daytona,76mm,,
Scorpion,758.21,SVWS061C,OEM Only,70mm/2.75,Daytona,90mm,,Original system requires cutting.
Scorpion,698.69,SVWS061,OEM Only,70mm/2.75,Daytona,90mm,,Original system requires cutting.
Scorpion,616.78,SVWS033,OEM / Scorpion,70mm/2.75,STW (twin),76mm,,
Scorpion,317.64,SVWC041,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,666.2,SVWX041,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,889.34,SVWS041,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,936.9,SVWS041C,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,1022.12,SVWS041CF,OEM / Scorpion,76mm/3,Ascari,100mm,,
Scorpion,845.01,SVWS072CF,OEM / Scorpion,76mm/3,Ascari,100mm,,Removes Rear Silencer
Scorpion,759.79,SVWS072C,OEM / Scorpion,76mm/3,Daytona,100mm,,Removes Rear Silencer
Scorpion,712.23,SVWS072,OEM / Scorpion,76mm/3,Daytona,100mm,,Removes Rear Silencer
Scorpion,1129.19,SVW041CF,OEM / Scorpion,76mm/3,Ascari,100mm,,
Scorpion,996.41,SVW041,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,1043.97,SVW041C,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,952.08,SVW072CF,OEM / Scorpion,76mm/3,Ascari,100mm,,Removes Rear Silencer
Scorpion,867.17,SVW072C,OEM / Scorpion,76mm/3,Daytona,100mm,,Removes Rear Silencer
Scorpion,819.29,SVW072,OEM / Scorpion,76mm/3,Daytona,100mm,,Removes Rear Silencer
Scorpion,593.63,SVWS047,OEM / Scorpion,70mm/2.75,Monaco (twin),90 x 76mm,,T5 2.5TDi (03-09) / T5 2.0 (10-15) / T5 & T6 2.0 BiTDi (15-ON) SWB/LWD 2WD
Scorpion,712.6,SVW047,OEM / Scorpion,70mm/2.75,Monaco (twin),90 x 76mm,,T5 2.5TDi (03-09) / T5 2.0 (10-15) / T5 & T6 2.0 BiTDi (15-ON) SWB/LWD 2WD
Scorpion,712.6,SVW047D,OEM / Scorpion,70mm/2.75,Daytona (twin),90mm,,T5 2.5TDi (03-09) / T5 2.0 (10-15) / T5 & T6 2.0 BiTDi (15-ON) SWB/LWD 2WD
Scorpion,546.05,SVW047S,OEM / Scorpion,70mm/2.75,Discrete,70mm,,T5 2.5TDi (03-09) / T5 2.0 (10-15) / T5 & T6 2.0 BiTDi (15-ON) SWB/LWD 2WD
Scorpion,593.63,SVWS047D,OEM / Scorpion,70mm/2.75,Daytona (twin),90mm,,T5 2.5TDi (03-09) / T5 2.0 (10-15) / T5 & T6 2.0 BiTDi (15-ON) SWB/LWD 2WD
Scorpion,427.09,SVWS047S,OEM / Scorpion,70mm/2.75,Discrete,70mm,,T5 2.5TDi (03-09) / T5 2.0 (10-15) / T5 & T6 2.0 BiTDi (15-ON) SWB/LWD 2WD
Scorpion,458.12,SVWS059,OEM Only,50.8mm/2,Daytona,90mm,,Original system requires cutting.
Scorpion,487.27,SVWS059C,OEM Only,50.8mm/2,Daytona,90mm,,Original system requires cutting.
Scorpion,536.17,SVWS059CF,OEM Only,50.8mm/2,Ascari,90mm,,Original system requires cutting.
Scorpion,639.39,SVW059CF,OEM Only,50.8mm/2,Ascari,90mm,,Original system requires cutting.
Scorpion,561.33,SVW059,OEM Only,50.8mm/2,Daytona,90mm,,Original system requires cutting.
Scorpion,590.48,SVW059C,OEM Only,50.8mm/2,Daytona,90mm,,Original system requires cutting.
